,critic,fresh,imdb,publication,quote,review_date,rtid,title,date,year,test
23220,Nina Darnton,False,90859,New York Times,"The film trades on the same technique used by books that attack pornography by printing examples of the dirty pictures. Cobra pretends to be against the wanton violence of a disintegrating society, but it's really the apotheosis of that violence.",2003-05-21,14596,Cobra,2003-05-21,2003,False
8985,Suzanne O'Connor,True,116913,New York Times,"There are actors' rehearsals and performances, and Mr. Pacino interviews experts, conducts man-on-the-street polls and stages collegial arguments with his cronies. Thus emerges the intricate story of Richard's ambition.",2003-05-21,12733,Looking for Richard,2003-05-21,2003,False
513,Andrew Geller,True,114279,New York Times,It is all in the grand manner of Shakespearean tragedies.,2003-05-21,13265,Richard III,2003-05-21,2003,False
10006,Michael Atkinson,True,60196,Village Voice,"All told, and in giant widescreen, it's only blood-red adolescent fun, but it blooms like Douglas Sirk with a Gatling gun compared to the teenage demographic's current fare.",2003-05-27,13308,"Il buono, il brutto, il cattivo.",2003-05-27,2003,False
3743,Stephen Holden,False,109830,New York Times,Forrest Gump has the elements of an emotionally gripping story. Yet it feels less like a romance than like a coffee-table book celebrating the magic of special effects.,2003-05-28,10036,Forrest Gump,2003-05-28,2003,False
596,James Berardinelli,True,47478,ReelViews,Seven Samurai is an unforgettable masterpiece -- the work of one of the world's greatest filmmakers at the height of his powers.,2003-05-29,16992,Shichinin no samurai,2003-05-29,2003,False
10676,Stephen Hunter,True,44706,Washington Post,"Regarded as '50s melodrama, it's nearly perfect.",2003-05-30,22011,High Noon,2003-05-30,2003,False
10005,Stephen Whitty,True,60196,Newark Star-Ledger,"It's great to see a great director's film as he intended it, with rich color and restored sound.",2003-06-03,13308,"Il buono, il brutto, il cattivo.",2003-06-03,2003,False
9956,James Berardinelli,True,93779,ReelViews,"Since its release more than 15 years ago, The Princess Bride has often been copied, but never equaled.",2003-06-05,12686,The Princess Bride,2003-06-05,2003,False
17260,Janet Maslin,True,97757,New York Times,"A marvel of skillful animation, witty songwriting and smart planning.",2003-06-08,9373,The Little Mermaid,2003-06-08,2003,False
3852,Janet Maslin,False,110475,New York Times,"Bright-eyed, crazily intense, irrepressibly silly, Mr. Carrey can be funny without fireworks. He deserves material clever enough to let him do just that.",2003-06-08,11568,The Mask,2003-06-08,2003,False
25975,Frank S. Nugent,True,28950,New York Times,"Renoir has created a strange and interesting film, but he owes much to his cast.",2003-06-12,17990,La grande illusion,2003-06-12,2003,False
8111,Douglas Pratt,True,42192,Hollywood Reporter,Mankiewicz's flair for dialog is so perfected that all three actresses shoot fireworks whenever they open their mouths.,2003-06-14,17714,All About Eve,2003-06-14,2003,False
24818,Glenn Abel,True,96438,Hollywood Reporter,Roger looks terrific after 15 years.,2003-06-14,12564,Who Framed Roger Rabbit,2003-06-14,2003,False
8270,Douglas Pratt,True,49261,Hollywood Reporter,"A real movie is big, grand, magnificent and regales you with all the power that movies can wield upon a viewer's imagination and spirit. George Stevens' 1956 production, Giant, is a real movie.",2003-06-14,9501,Giant,2003-06-14,2003,False
8749,Glenn Abel,True,46672,Hollywood Reporter,"The talky 20,000 Leagues probably won't thrill kids fresh from The Matrix, but they may be interested to know that the Verne film was the effects marvel of its day.",2003-06-14,9435,20000 Leagues Under the Sea,2003-06-14,2003,False
10444,Glenn Abel,True,43456,Hollywood Reporter,"Today, wistful viewers might ask: Where are Klaatu and Gort when we need them most?",2003-06-14,9396,The Day the Earth Stood Still,2003-06-14,2003,False
10164,Glenn Abel,True,89881,Hollywood Reporter,"Kurosawa dares to edit Shakespeare's story lines, adding back stories and deleting major characters, but the motivations and emotions remain true.",2003-06-16,15203,Ran,2003-06-16,2003,False
20096,Rick Groen,False,127722,Globe and Mail,Ho-hum.,2003-06-18,17297,Another Day in Paradise,2003-06-18,2003,False
12654,Richard Nilsen,True,161860,Arizona Republic,"Everything in the film rings true, is deeply moving, richly photographed, and wonderfully acted.",2003-06-26,680048,Nirgendwo in Afrika,2003-06-26,2003,False
10419,James Berardinelli,True,50212,ReelViews,"In my opinion, it is one of the two best films to emerge from a very strong decade of cinema.",2003-07-03,11175,The Bridge on the River Kwai,2003-07-03,2003,False
10249,Douglas Pratt,True,87843,Hollywood Reporter,"As one would expect from Leone, the film is a brilliant stylistic accomplishment.",2003-07-16,13113,Once Upon a Time in America,2003-07-16,2003,False
9606,Bruce Newman,False,71853,San Jose Mercury News,Holy Grail suffers from the same syndrome that afflicts many of these restored classics: It is better remembered than actually seen.,2003-07-19,11450,Monty Python and the Holy Grail,2003-07-19,2003,False
10660,Glenn Abel,True,32553,Hollywood Reporter,The film remains controversial to this day.,2003-07-26,9962,The Great Dictator,2003-07-26,2003,False
8076,Michael Atkinson,True,43014,Village Voice,"What's not recognized enough is the indelible, self-sickened performance of William Holden as Desmond's boy-toy/hired hack.",2003-07-29,17003,Sunset Blvd.,2003-07-29,2003,False
10226,James Berardinelli,True,86879,ReelViews,It is arguably the best motion picture ever made about the process of creation and the creator.,2003-07-31,10286,Amadeus,2003-07-31,2003,False
10004,Ty Burr,True,60196,Boston Globe,"The uncut new print reclaims the widescreen majesty of Tonino Delli Colli's cinematography, allowing you to see every iconic wart and furrow on every bad guy's face.",2003-08-01,13308,"Il buono, il brutto, il cattivo.",2003-08-01,2003,False
10003,Roger Ebert,True,60196,Chicago Sun-Times,"Art it is, summoned out of the imagination of Leone and painted on the wide screen so vividly that we forget what marginal productions these films were.",2003-08-05,13308,"Il buono, il brutto, il cattivo.",2003-08-05,2003,False
10087,Douglas Pratt,True,93191,Hollywood Reporter,One of the few truly great movies to come out of the '80s.,2003-08-05,10221,Der Himmel über Berlin,2003-08-05,2003,False
10436,Jessica Winter,True,71315,Village Voice,"In 1974 a director, a screenwriter, and a producer (Robert Evans, who for once deserves a few of the plaudits he's apportioned himself) could decide to beat a genre senseless and then dump it in the wilds of Greek tragedy.",2003-08-05,12883,Chinatown,2003-08-05,2003,False
16915,Daphne Gordon,True,322330,Toronto Star,The trailers were terrible. The poster is even worse. But the movie? Not so bad.,2003-08-06,10349,Freaky Friday,2003-08-06,2003,False
16919,Joe Baltake,False,322330,Sacramento Bee,"While it's a perfectly competent and affable film, the new version doesn't have anything to prompt much enthusiasm.",2003-08-06,10349,Freaky Friday,2003-08-06,2003,False
16914,Claudia Puig,True,322330,USA Today,Freaky Friday pulls off the unexpected and offers one of the best family-friendly comedies in a summer that is rife with family movies.,2003-08-06,10349,Freaky Friday,2003-08-06,2003,False
16920,Jay Boyar,True,322330,Orlando Sentinel,"When it comes to light, kiddie fare, you could do a lot worse. And compared with the original Freaky Friday, the remake is a freakin' masterpiece.",2003-08-06,10349,Freaky Friday,2003-08-06,2003,False
16917,Bruce Newman,True,322330,San Jose Mercury News,Freaky Friday triumphs by successfully striking comic notes when it could be making loud screeching noises.,2003-08-06,10349,Freaky Friday,2003-08-06,2003,False
16918,C.W. Nevius,True,322330,San Francisco Chronicle,"What could have been another teen/tween knockoff is transformed by Curtis, who puts her venerable, classy mug right in front of the camera.",2003-08-06,10349,Freaky Friday,2003-08-06,2003,False
16921,Jan Stuart,True,322330,Newsday,"A showcase for the buoyant, antic spirit of Jamie Lee Curtis.",2003-08-06,10349,Freaky Friday,2003-08-06,2003,False
16916,Moira MacDonald,True,322330,Seattle Times,The two actors effortlessly pull off the feat of depicting an alien inside the wrong body -- you immediately believe that this switch really happened.,2003-08-06,10349,Freaky Friday,2003-08-06,2003,False
16909,Joe Leydon,True,322330,Variety,"Fleet and funny,",2003-08-07,10349,Freaky Friday,2003-08-07,2003,False
16911,Christine Dolen,True,322330,Miami Herald,Mildly entertaining.,2003-08-07,10349,Freaky Friday,2003-08-07,2003,False
16910,Carrie Rickey,False,322330,Philadelphia Inquirer,"Curtis' and Lohan's performances are unpredictable and inspired, much fresher than the movie they're stuck in.",2003-08-07,10349,Freaky Friday,2003-08-07,2003,False
16912,Ella Taylor,True,322330,L.A. Weekly,"Jamie Lee Curtis gives good, goofy fun in this affable remake of a remake.",2003-08-07,10349,Freaky Friday,2003-08-07,2003,False
16913,Randy Cordova,True,322330,Arizona Republic,The movie is laugh -out-loud funny and surprisingly touching.,2003-08-07,10349,Freaky Friday,2003-08-07,2003,False
10002,Michael Wilmington,True,60196,Chicago Tribune,"An improbable masterpiece -- a bizarre mixture of grandly operatic visuals, grim brutality and sordid violence that keeps wrenching you from one extreme to the other.",2003-08-07,13308,"Il buono, il brutto, il cattivo.",2003-08-07,2003,False
16907,Jennifer Frey,True,322330,Washington Post,"It's really a family film, deftly updated for the 2003 market, but still sweetly funny at its heart.",2003-08-08,10349,Freaky Friday,2003-08-08,2003,False
16906,Ty Burr,True,322330,Boston Globe,"The material here may not be the freshest, but screenwriters Heather Hach and the redoubtable Leslie Dixon have buffed the dialogue until it sparkles like the finest cubic zirconium, and the cast is game from top to bottom.",2003-08-08,10349,Freaky Friday,2003-08-08,2003,False
16905,Michael Wilmington,False,322330,Chicago Tribune,A likable but flimsy retread that's barely worth the effort.,2003-08-08,10349,Freaky Friday,2003-08-08,2003,False
16908,Desson Thomson,True,322330,Washington Post,"Cheerful, energetic and on the money.",2003-08-08,10349,Freaky Friday,2003-08-08,2003,False
7997,Douglas Pratt,True,34583,Hollywood Reporter,"Across seven decades, the Humphrey Bogart-Ingrid Bergman starrer has emerged as Americans' default favorite movie.",2003-08-13,10056,Casablanca,2003-08-13,2003,False
8215,Elliott Stein,True,29843,Village Voice,"Movie pageantry at its best, done in the grand manner of silent spectacles, brimming over with the sort of primitive energy that drew people to the movies in the first place.",2003-08-19,10177,The Adventures of Robin Hood,2003-08-19,2003,False
8214,Gary Dowell,True,29843,Dallas Morning News,"Sumptuous and highly energetic, The Adventures of Robin Hood is grand with a capital 'G' on every level.",2003-08-21,10177,The Adventures of Robin Hood,2003-08-21,2003,False
23882,Mick LaSalle,True,305206,San Francisco Chronicle,"It's a humane and witty treatment of an average life that, incidentally, speaks to the worth and inherent drama of average lives.",2003-08-22,13417,American Splendor,2003-08-22,2003,False
23883,Moira MacDonald,True,305206,Seattle Times,That rarity: a true original.,2003-08-22,13417,American Splendor,2003-08-22,2003,False
10001,Stephen Hunter,True,60196,Washington Post,"This is a great movie, whatever strange estuary of the western river it occupies.",2003-08-22,13308,"Il buono, il brutto, il cattivo.",2003-08-22,2003,False
23879,Chris Vognar,True,305206,Dallas Morning News,"The real magic of American Splendor lies in the sprightly transitions, the way it takes you from one level of reality and representation to the next without missing a beat.",2003-08-28,13417,American Splendor,2003-08-28,2003,False
23878,Bill Muller,True,305206,Arizona Republic,"Funny, poignant and vitally original.",2003-08-28,13417,American Splendor,2003-08-28,2003,False
23880,Colin Covert,True,305206,Minneapolis Star Tribune,"The most amazing, colossal and fantastic comic-inspired movie in years.",2003-08-28,13417,American Splendor,2003-08-28,2003,False
23881,Bob Longino,True,305206,Atlanta Journal-Constitution,"Thrillingly inventive, charming when it needs to be, prickly when it has to be and, like a potter's wheel, constantly in motion as it shapes celluloid into visual art.",2003-08-28,13417,American Splendor,2003-08-28,2003,False
23872,Eric Harrison,True,305206,Houston Chronicle,"The kind of movie that sticks with you for days, your admiration growing each time you remember it.",2003-08-29,13417,American Splendor,2003-08-29,2003,False
23871,Rene Rodriguez,True,305206,Miami Herald,"Reminds you that sometimes, simply getting out of bed each morning can be the most heroic of acts.",2003-08-29,13417,American Splendor,2003-08-29,2003,False
23873,Tom Long,True,305206,Detroit News,"An audacious mix of documentary, animation, comic and staged film that somehow finds heart and hope in the gray wash of a real life.",2003-08-29,13417,American Splendor,2003-08-29,2003,False
23874,Terry Lawson,True,305206,Detroit Free Press,"Codirectors Shari Springer Berman and Robert Pulcini, who have three traditional documentaries on their resume, do a good job of keeping the various Harveys and Joyces from bumping into each other.",2003-08-29,13417,American Splendor,2003-08-29,2003,False
23875,Robert Denerstein,True,305206,Denver Rocky Mountain News,Wildly original and entertaining.,2003-08-29,13417,American Splendor,2003-08-29,2003,False
23870,Joe Baltake,True,305206,Sacramento Bee,"Pulcini and Berman have inventively rethought the notion of the biopic, and the results are audacious.",2003-08-29,13417,American Splendor,2003-08-29,2003,False
23876,Lisa Kennedy,True,305206,Denver Post,"As touching as it is achingly, hilariously prickly.",2003-08-29,13417,American Splendor,2003-08-29,2003,False
23877,Paul Clinton (CNN.com),True,305206,CNN.com,It's an experience that's deeply human and profoundly moving.,2003-08-29,13417,American Splendor,2003-08-29,2003,False
17383,Dave Kehr,False,38969,Chicago Reader,Better save this for nostalgia only -- kids won't be missing anything if they never encounter this relic.,2003-09-10,9987,Song of the South,2003-09-10,2003,False
10000,Colin Covert,True,60196,Minneapolis Star Tribune,Leone's blockbuster is balanced on the razor's edge between popular entertainment and art film. It took classic American themes and turned them inside out.,2003-09-11,13308,"Il buono, il brutto, il cattivo.",2003-09-11,2003,False
9999,John Monaghan,True,60196,Detroit Free Press,"Of all the great films of the 1960s, The Good, the Bad and the Ugly is one of a fistful that can be truly appreciated only on the big screen.",2003-09-11,13308,"Il buono, il brutto, il cattivo.",2003-09-11,2003,False
23869,Jay Boyar,True,305206,Orlando Sentinel,If Harvey Pekar is a brilliant oddity so is the movie that tells his story.,2003-09-12,13417,American Splendor,2003-09-12,2003,False
11768,Tom Long,False,320691,Detroit News,"A noisy, tiresome affair that can't manage one moment of wit or real tension.",2003-09-19,13036,Underworld,2003-09-19,2003,False
11767,Liam Lacey,False,320691,Globe and Mail,It's hard to recall a more sexless vampire flick.,2003-09-19,13036,Underworld,2003-09-19,2003,False
11766,Bruce Westbrook,True,320691,Houston Chronicle,"A vampire film for the new millennium -- bold, galvanizing and darkly stylish.",2003-09-19,13036,Underworld,2003-09-19,2003,False
11765,Jami Bernard,True,320691,New York Daily News,"The movie is stylish and cruel, and mightily entertaining for certain covens out there.",2003-09-19,13036,Underworld,2003-09-19,2003,False
11760,Peter Hartlaub,False,320691,San Francisco Chronicle,"Could use script transfusion, or at least a few quarts of levity.",2003-09-19,13036,Underworld,2003-09-19,2003,False
11763,Stephen Whitty,False,320691,Newark Star-Ledger,"The whole thing's more art-directed than directed, and the actors are clearly on their own.",2003-09-19,13036,Underworld,2003-09-19,2003,False
11755,Desson Thomson,False,320691,Washington Post,It needs a wooden stake and a silver bullet through its script.,2003-09-19,13036,Underworld,2003-09-19,2003,False
11759,Mary Brennan,True,320691,Seattle Times,A weirdly compelling blend of corny sentiment and bloodthirsty ballet.,2003-09-19,13036,Underworld,2003-09-19,2003,False
11764,Jonathan Foreman,False,320691,New York Post,Sometimes talent and good looks just aren't enough -- [Beckinsale] lacks the movie star presence needed to give life to a supernatural hero in a B-genre film.,2003-09-19,13036,Underworld,2003-09-19,2003,False
11761,Jay Boyar,False,320691,Orlando Sentinel,"Somewhere out there, Dracula is turning over in his grave.",2003-09-19,13036,Underworld,2003-09-19,2003,False
11758,Peter Howell,False,320691,Toronto Star,Wiseman ... seems vastly more concerned with making a fashion statement than scaring the bejesus out of us.,2003-09-19,13036,Underworld,2003-09-19,2003,False
11757,Claudia Puig,False,320691,USA Today,Features some of the year's most laughable dialogue.,2003-09-19,13036,Underworld,2003-09-19,2003,False
11762,John Anderson,False,320691,Newsday,"Pure hooey, but it certainly has a sense of humor (at least it seems like humor).",2003-09-19,13036,Underworld,2003-09-19,2003,False
11756,Ann Hornaday,False,320691,Washington Post,"For all its slick, neo-noir style, Underworld brings very little that's new to a hoary genre, except for the cliches and conventions of other hoary genres.",2003-09-19,13036,Underworld,2003-09-19,2003,False
11753,David Edelstein,False,320691,Slate,125 minutes is a long time to stare at a movie that's basically in bleached blue-and-white with occasional splotches of brick red.,2003-09-20,13036,Underworld,2003-09-20,2003,False
11754,Andrew O'Hehir,False,320691,Salon.com,"By any reasonable standard, this dark vampire epic -- all massive overacting, cologne-commercial design and sexy cat suits -- sucks.",2003-09-20,13036,Underworld,2003-09-20,2003,False
11752,Richard Roeper,True,320691,Ebert & Roeper,I've been waiting a long time to see a Shakespearean werewolf vampire movie and here it is.,2003-09-22,13036,Underworld,2003-09-22,2003,False
11751,Owen Gleiberman,False,320691,Entertainment Weekly,The sort of movie in which the head vampire telegraphs his evil by using a cell phone and dressing like the Kinks' Ray Davies in the early '80s.,2003-09-24,13036,Underworld,2003-09-24,2003,False
11750,Peter Travers,False,320691,Rolling Stone,"'Your incompetence is most taxing,' says the chief vampire (Bill Nighy). A line that pretty much nails this rusty Blade.",2003-09-25,13036,Underworld,2003-09-25,2003,False
9572,James Berardinelli,True,91480,ReelViews,"The acting, from that of the four major stars to the numerous supporting cast members, is without flaw.",2003-09-25,11360,Manon des sources,2003-09-25,2003,False
26475,Richard Roeper,True,86250,Ebert & Roeper,I like it as a kind of B-movie version of The Godfather. There are a lot of classic lines and a handful of memorably horrific scenes ...,2003-09-29,12881,Scarface,2003-09-29,2003,False
8213,Roger Ebert,True,29843,Chicago Sun-Times,"In these cynical days when swashbucklers cannot be presented without an ironic subtext, this great 1938 film exists in an eternal summer of bravery and romance.",2003-10-01,10177,The Adventures of Robin Hood,2003-10-01,2003,False
9195,James Berardinelli,True,79470,ReelViews,There is little doubt that The Life of Brian represents some of the most daring and cutting edge comedy of the 1970s.,2003-10-09,12858,Life of Brian,2003-10-09,2003,False
3814,Glenn Abel,True,110357,Hollywood Reporter,A crown jewel of modern Disney animation.,2003-10-14,9385,The Lion King,2003-10-14,2003,False
13911,Carrie Rickey,False,335563,Philadelphia Inquirer,"Although Wonderland isn't much of a movie, it is a parade of exceptional acting.",2003-10-16,13376,Wonderland,2003-10-16,2003,False
13912,Colin Covert,False,335563,Minneapolis Star Tribune,Wonderland aspires to the grisly poetry of a James Ellroy novella but only achieves the ugliness of an 8-mm loop.,2003-10-16,13376,Wonderland,2003-10-16,2003,False
13907,Bill Muller,False,335563,Arizona Republic,"A dry, forensic account, more suitable for a true-crime show on late-night cable.",2003-10-16,13376,Wonderland,2003-10-16,2003,False
13910,Bruce Newman,False,335563,San Jose Mercury News,"The film reveals no great truths about human nature or drug abuse, the dialogue is witless, the acting unconstrained.",2003-10-16,13376,Wonderland,2003-10-16,2003,False
13908,Eric Harrison,False,335563,Houston Chronicle,Muddled and largely unentertaining.,2003-10-16,13376,Wonderland,2003-10-16,2003,False
13909,Philip Wuntch,False,335563,Dallas Morning News,"Wonderland is in your face. Any deeper connections, like those to heart and mind, get lost in the splash.",2003-10-16,13376,Wonderland,2003-10-16,2003,False
13903,Terry Lawson,True,335563,Detroit Free Press,"An unsettling, sordid, overly stylized and intensely well-done drama.",2003-10-17,13376,Wonderland,2003-10-17,2003,False
20325,Richard Harrington,False,324216,Washington Post,"Weakens, dilutes, disinfects and otherwise undermines the legacy of Tobe Hooper's 1974 original.",2003-10-17,13328,The Texas Chainsaw Massacre,2003-10-17,2003,False
20330,Roger Moore,False,324216,Orlando Sentinel,"The new Massacre lowers the bar much the way the original 'dead teenager' horror flick did way back in 1974, and makes a mockery of that industry self-policing rubber stamp known as the ratings board.",2003-10-17,13328,The Texas Chainsaw Massacre,2003-10-17,2003,False
20329,Peter Hartlaub,False,324216,San Francisco Chronicle,"Unlike movies such as Seven, there isn't enough style in the new The Texas Chainsaw Massacre to justify the bloodbath, and it's riddled with too much been-there-done-that to endure as a classic.",2003-10-17,13328,The Texas Chainsaw Massacre,2003-10-17,2003,False
20333,Rene Rodriguez,False,324216,Miami Herald,"Just as humorless as the original, but it's also slicker, glossier and resoundingly artificial.",2003-10-17,13328,The Texas Chainsaw Massacre,2003-10-17,2003,False
20328,Ted Fry,False,324216,Seattle Times,"Mainly it's a vapid, vicious thrill ride that washes away immediately.",2003-10-17,13328,The Texas Chainsaw Massacre,2003-10-17,2003,False
20327,Geoff Pevere,False,324216,Toronto Star,"Next to this redundant, pointless and witless retread, the classic status of Tobe Hooper's original version is officially beyond dispute.",2003-10-17,13328,The Texas Chainsaw Massacre,2003-10-17,2003,False
20334,Liam Lacey,False,324216,Globe and Mail,Gruesome enough; what it lacks is a distinctive revolting personality of its own.,2003-10-17,13328,The Texas Chainsaw Massacre,2003-10-17,2003,False
20326,Stephen Hunter,True,324216,Washington Post,"You realize how hard this is on me, to have to tell you what a superb job director Marcus Nispel has done re-creating, yet also revising, 1974's grisly, gristly, protein-centric masterpiece.",2003-10-17,13328,The Texas Chainsaw Massacre,2003-10-17,2003,False
20331,Bob Campbell,False,324216,Newark Star-Ledger,Does convey the sense of being caught in a nightmare. A stupid person's nightmare.,2003-10-17,13328,The Texas Chainsaw Massacre,2003-10-17,2003,False
13896,Michael O'Sullivan,True,335563,Washington Post,A film whose effects are as hard to wash away as blood.,2003-10-17,13376,Wonderland,2003-10-17,2003,False
20332,Lou Lumenick,False,324216,New York Post,A splatterfest remake that relentlessly assaults the senses and mind with no discernable redeeming social value.,2003-10-17,13328,The Texas Chainsaw Massacre,2003-10-17,2003,False
13898,Moira MacDonald,False,335563,Seattle Times,Not quite the second coming of Boogie Nights.,2003-10-17,13376,Wonderland,2003-10-17,2003,False
13897,Stephen Hunter,False,335563,Washington Post,"Overblown, overheated, overdirected, overacted, overlong and over here, in the local bijoux.",2003-10-17,13376,Wonderland,2003-10-17,2003,False
13900,Joe Baltake,False,335563,Sacramento Bee,A movie that manages to make both sex and violence dull.,2003-10-17,13376,Wonderland,2003-10-17,2003,False
13901,Rene Rodriguez,False,335563,Miami Herald,Wonderland never gives us a single reason to care about any of these people.,2003-10-17,13376,Wonderland,2003-10-17,2003,False
13902,Tom Long,True,335563,Detroit News,Wonderland may not be the feel-good movie of the year; in fact it feels pretty lousy most of the time. But it offers a dark story well-told with some truly fine performances.,2003-10-17,13376,Wonderland,2003-10-17,2003,False
13904,Lisa Kennedy,False,335563,Denver Post,"For all Wonderland's kinetic energy, the mind wanders.",2003-10-17,13376,Wonderland,2003-10-17,2003,False
13899,Walter V. Addiego,False,335563,San Francisco Chronicle,"If for some reason you are fascinated by the Wonderland murders, look up the Rolling Stone article of 1989 that brought national attention to the gruesome case. Otherwise, your local cineplex has lots of choices with more redeeming social value.",2003-10-17,13376,Wonderland,2003-10-17,2003,False
13906,Ty Burr,False,335563,Boston Globe,Wonderland skips lightly along the sewers of human depravity as if the trip alone was worth the telling.,2003-10-17,13376,Wonderland,2003-10-17,2003,False
13905,Roger Ebert,False,335563,Chicago Sun-Times,"True crime procedurals can have a certain fascination, but not when they're jumbled glimpses of what might or might not have happened involving a lot of empty people whose main claim to fame is that they're dead.",2003-10-17,13376,Wonderland,2003-10-17,2003,False
20324,Michael Atkinson,False,324216,Village Voice,"An overproduced, video-director remake, slick and grue-marinated and loud as a sonic boom.",2003-10-21,13328,The Texas Chainsaw Massacre,2003-10-21,2003,False
20323,Ron Stringer,False,324216,L.A. Weekly,"Sheer simplicity of the idea gets overwhelmed by, of all things, production values.",2003-10-23,13328,The Texas Chainsaw Massacre,2003-10-23,2003,False
13893,Geoff Pevere,False,335563,Toronto Star,Rarely has so much of so little consequence been so closely examined.,2003-10-24,13376,Wonderland,2003-10-24,2003,False
13895,Liam Lacey,False,335563,Globe and Mail,"The main interest here is the acting, which is, by turns, entertaining or just entertainingly bad, with lots of grungy seriousness and Method-trained twitching, but also some moments of real gusto.",2003-10-24,13376,Wonderland,2003-10-24,2003,False
13894,Jay Boyar,True,335563,Orlando Sentinel,Sometimes Wonderland does make you wonder why you're wasting your time with these losers. But there's also a lot here that stays with you.,2003-10-24,13376,Wonderland,2003-10-24,2003,False
19556,Vincent Canby,True,91777,New York Times,It's perfectly serviceable.,2003-10-26,12325,Police Academy 3: Back in Training,2003-10-26,2003,False
19563,Rita Kempley,False,95882,Washington Post,"The real culprit is producer Paul Maslansky, the creator of the Academy films, clearly a man who can never be stopped, not even by a SWAT team of movie critics with blood in their eyes.",2003-10-27,12306,Police Academy 5: Assignment: Miami Beach,2003-10-27,2003,False
20322,Richard Roeper,True,324216,Ebert & Roeper,... a bloody good time of a B-movie.,2003-10-27,13328,The Texas Chainsaw Massacre,2003-10-27,2003,False
7474,J. Hoberman,True,53459,Village Voice,"A masterpiece of poetic horror and tactful, tactile brutality.",2003-10-28,770698712,Les yeux sans visage,2003-10-28,2003,False
7473,Kenneth Turan,True,53459,Los Angeles Times,"Like a nightmare that never ends, this is a vision of madness, loneliness and, yes, horror that, once seen, demands to be viewed over and over again. It is that haunting, and that good.",2003-10-30,770698712,Les yeux sans visage,2003-10-30,2003,False
7472,Roger Ebert,True,53459,Chicago Sun-Times,Franju constructs an elegant visual work; here is a horror movie in which the shrieks are not by the characters but by the images.,2003-10-31,770698712,Les yeux sans visage,2003-10-31,2003,False
10133,Michael Wilmington,True,78748,Chicago Tribune,It's a scream from another era that still echoes around us.,2003-11-01,13492,Alien,2003-11-01,2003,False
10134,Andrew O'Hehir,True,78748,Salon.com,"A haunted-house movie set in space, Alien also has a profoundly existentialist undertow that makes it feel like a film noir -- the other genre to feature a slithery, sexualized monster as its classic villain.",2003-11-01,13492,Alien,2003-11-01,2003,False
10132,Ty Burr,True,78748,Boston Globe,"What's most unusual about the original 24 years later, though, is its elegant minimalism.",2003-11-02,13492,Alien,2003-11-02,2003,False
16650,Janet Maslin,True,89686,New York Times,"Mr. Patton and Miss Myers make likable teen-age heroes, and Mr. Englund actually turns Freddy into a welcome presence.",2003-11-04,14515,A Nightmare on Elm Street Part 2: Freddy's Revenge,2003-11-04,2003,False
9967,James Berardinelli,True,82971,ReelViews,"This is the kind of movie that, even today, audiences immediately fall in love with. It has all the right ingredients: a smart script, a likable hero, a dash of romance, more than a touch of comedy, and a lot of fast-paced action.",2003-11-06,23529,Raiders of the Lost Ark,2003-11-06,2003,False
10131,Lou Lumenick,True,78748,New York Post,"Besides Weaver and Skeritt, the top-notch ensemble includes two of Britain's best actors -- Ian Holm, as the untrustworthy science officer, and John Hurt.",2003-11-09,13492,Alien,2003-11-09,2003,False
10130,Glenn Lovell,True,78748,San Jose Mercury News,It's a most satisfying return to one of the few sci-fi films that deserves to be called a masterpiece.,2003-11-29,13492,Alien,2003-11-29,2003,False
16476,J. Hoberman,True,45793,Village Voice,"Contemporary audiences may not see why, even in its toned-down simplification of the novel, From Here to Eternity was the most daring movie of 1953, but it remains an acting bonanza.",2003-12-02,18520,From Here to Eternity,2003-12-02,2003,False
16475,Kenneth Turan,True,45793,Los Angeles Times,"Rapturously received from the moment it was released in 1953, From Here to Eternity remains, half a century later, a singular cinematic experience, one of the landmarks of American film.",2003-12-04,18520,From Here to Eternity,2003-12-04,2003,False
10062,Douglas Pratt,True,64116,Hollywood Reporter,One of the greatest face movies ever made.,2003-12-10,10196,C'era una volta il West,2003-12-10,2003,False
16474,Ty Burr,True,45793,Boston Globe,So clear-eyed and three-dimensional that it makes the recent Pearl Harbor look like a bunch of kids playing dress up.,2003-12-12,18520,From Here to Eternity,2003-12-12,2003,False
17499,Philip Wuntch,True,167260,Dallas Morning News,The director and screenwriter brings unity to a somewhat unwieldy story and handles the spectacle scenes with flourish and coherence.,2003-12-16,10156,The Lord of the Rings: The Return of the King,2003-12-16,2003,False
17498,Joe Baltake,True,167260,Sacramento Bee,"Insanely spectacular and never less than absorbing, The Lord of the Rings: The Return of the King not only fully celebrates J.R.R. Tolkien's classic literary work but fully explains Jackson's outsized obsession with bringing it to the screen.",2003-12-16,10156,The Lord of the Rings: The Return of the King,2003-12-16,2003,False
17497,Stephen Hunter,True,167260,Washington Post,"Tolkien and his representative on Earth, [Peter] Jackson, really know how to get a tale roaring down the tracks.",2003-12-16,10156,The Lord of the Rings: The Return of the King,2003-12-16,2003,False
17496,Desson Thomson,True,167260,Washington Post,"Not only a thrilling experience, it closes the book on a truly satisfying trilogy.",2003-12-16,10156,The Lord of the Rings: The Return of the King,2003-12-16,2003,False
17495,David Edelstein,True,167260,Slate,"This is the best of the three Rings movies -- more than that, it makes the others look even better.",2003-12-16,10156,The Lord of the Rings: The Return of the King,2003-12-16,2003,False
